ID,Label
342,8
343,8
344,8
345,4
346,6
347,8
348,8
349,8
350,1
351,4
352,8
353,1
354,6
355,6
356,8
357,8
358,8
359,8
360,8
361,8
362,8
363,8
364,6
365,8
366,8
367,8
368,8
369,8
370,8
371,8
372,8
373,8
374,6
375,8
376,8
377,8
378,6
379,8
380,8
381,6
382,4
383,8
384,8
385,1
386,8
387,4
388,6
389,6
390,8
391,1
392,6
393,6
394,6
395,8
396,8
397,6
398,6
399,8
400,6
401,6
402,4
403,6
404,8
405,8
406,6
407,8
408,8
409,8
410,6
411,6
412,8
413,8
414,8
415,6
416,6
417,8
418,8
419,8
420,6
421,8
422,8
423,8
424,6
425,8
426,8
427,8
428,8
429,8
430,8
431,8
432,8
433,6
434,8
435,6
436,8
437,8
438,6
439,6
440,6
441,6
442,1
443,8
444,6
445,8
446,1
447,4
448,8
449,6
450,6
451,6
452,6
453,8
454,8
455,1
456,8
457,8
458,8
459,6
460,8
461,8
462,8
463,8
464,6
465,8
466,8
467,8
468,6
469,8
470,8
471,8
472,6
473,6
474,1
475,6
476,1
477,8
478,8
479,4
480,4
481,8
482,8
483,6
484,6
485,8
486,1
487,8
488,4
489,8
490,6
491,4
492,6
493,6
494,8
495,6
496,6
497,8
498,8
499,8
500,6
501,1
502,8
503,8
504,8
505,8
506,6
507,8
508,8
509,8
510,8
511,8
512,8
513,8
514,8
515,6
516,8
517,6
518,8
519,6
520,8
521,8
522,8
523,6
524,6
525,4
526,8
527,6
528,8
529,8
530,8
531,6
532,6
533,6
534,8
535,8
536,8
537,6
538,8
539,8
540,6
541,8
542,8
543,4
544,8
545,8
546,8
547,8
548,8
549,6
550,8
551,1
552,8
553,6
554,8
555,6
556,8
557,4
558,8
559,8
560,8
561,6
562,6
563,8
564,8
565,8
566,1
567,6
568,8
569,8
570,6
571,8
572,8
573,8
574,8
575,6
576,8
577,6
578,6
579,6
580,1
581,6
582,6
583,6
584,8
585,8
586,6
587,6
588,6
589,4
590,8
591,8
592,8
593,8
594,8
595,8
596,8
597,6
598,6
599,8
600,8
601,6
602,8
603,8
604,8
605,8
606,8
607,8
608,8
609,6
610,1
611,8
612,8
613,1
614,1
615,8
616,6
617,8
618,6
619,8
620,1
621,6
622,1
623,8
624,8
625,8
626,8
627,6
628,1
629,1
630,6
631,8
632,8
633,6
634,6
635,6
636,6
637,6
638,8
639,6
640,8
641,8
642,6
643,8
644,6
645,6
646,8
647,6
648,8
649,6
650,8
651,8
652,6
653,6
654,6
655,8
656,6
657,8
658,6
659,8
660,6
661,8
662,6
663,6
664,8
665,6
666,8
667,6
668,8
669,1
670,6
671,8
672,6
673,8
674,8
675,8
676,8
677,6
678,8
679,8
680,6
681,6
682,8
683,8
684,8
685,8
686,8
687,8
688,4
689,6
690,6
691,8
692,1
693,6
694,8
695,6
696,8
697,8
698,6
699,6
700,8
701,8
702,8
703,4
704,8
705,6
706,8
707,6
708,8
709,8
710,8
711,8
712,8
713,7
714,1
715,6
716,6
717,6
718,8
719,8
720,8
721,6
722,8
723,8
724,8
725,8
726,8
727,6
728,6
729,6
730,6
731,8
732,6
733,6
734,8
735,1
736,6
737,4
738,4
739,6
740,6
741,9
742,8
743,8
744,6
745,8
746,8
747,8
748,8
749,8
750,8
751,8
752,4
753,8
754,6
755,6
756,8
757,8
758,8
759,8
760,6
761,6
762,6
763,8
764,6
765,1
766,8
767,8
768,6
769,8
770,6
771,6
772,6
773,8
774,6
775,8
776,1
777,8
778,6
779,6
780,8
781,6
782,4
783,8
784,8
785,1
786,8
787,6
788,8
789,8
790,6
791,8
792,8
793,4
794,8
795,8
796,6
797,8
798,8
799,6
800,1
801,6
802,8
803,8
804,4
805,8
806,8
807,8
808,6
809,8
810,8
811,6
812,8
813,6
814,8
815,6
816,8
817,8
818,8
819,8
820,1
821,8
822,6
823,8
824,6
825,8
826,6
827,8
828,6
829,8
830,8
831,8
832,8
833,6
834,8
835,8
836,8
837,6
838,8
839,6
840,8
841,8
842,6
843,8
844,8
845,1
846,8
847,8
848,8
849,8
850,8
851,8
852,6
853,8
854,8
855,6
856,8
857,6
858,1
859,1
860,8
861,8
862,6
863,8
864,6
865,9
866,4
867,4
868,8
869,8
870,8
871,6
872,6
873,6
874,8
875,6
876,8
877,6
878,4
879,1
880,6
881,8
882,6
883,8
884,8
885,6
886,6
887,8
888,4
889,6
890,8
891,6
892,8
893,8
894,8
895,4
896,6
897,8
898,4
899,6
900,8
901,8
902,8
903,6
904,8
905,8
906,8
907,8
908,8
909,8
910,8
911,8
912,8
913,6
914,6
915,8
916,8
917,8
918,8
919,6
920,1
921,6
922,8
923,8
924,8
925,8
926,8
927,8
928,8
929,8
930,6
931,6
932,6
933,8
934,6
935,8
936,8
937,8
938,6
939,8
940,8
941,1
942,8
943,6
944,8
945,8
946,6
947,8
948,6
949,8
950,6
951,6
952,8
953,8
954,6
955,6
956,6
957,8
958,5
959,1
960,6
961,8
962,8
963,6
964,8
965,8
966,8
967,8
968,8
969,6
970,8
971,8
972,6
973,1
974,8
975,1
976,8
977,6
978,6
979,6
980,8
981,8
982,8
983,8
984,8
985,8
986,4
987,8
988,8
989,8
990,8
991,1
992,8
993,8
994,8
995,8
996,6
997,6
998,8
999,6
1000,6
1001,8
1002,6
1003,8
1004,8
1005,8
1006,8
1007,8
1008,8
1009,6
1010,6
1011,6
1012,8
1013,8
1014,6
1015,6
1016,6
1017,4
1018,8
1019,6
1020,8
1021,6
1022,8
1023,8
1024,6
1025,8
1026,8
1027,8
1028,8
1029,8
1030,8
1031,8
1032,8
1033,8
1034,8
1035,6
1036,8
1037,8
1038,8
1039,8
1040,8
1041,8
1042,6
1043,8
1044,8
1045,6
1046,8
1047,8
1048,8
1049,8
1050,8
1051,8
1052,8
1053,8
1054,8
1055,6
1056,8
1057,8
1058,1
1059,8
1060,8
1061,4
1062,6
1063,4
1064,8
1065,1
1066,8
1067,1
1068,6
1069,8
1070,6
1071,8
1072,8
1073,8
1074,8
1075,8
1076,8
1077,1
1078,6
1079,4
1080,8
1081,6
1082,8
1083,8
1084,6
1085,6
1086,8
1087,8
1088,6
1089,8
1090,8
1091,6
1092,8
1093,8
1094,6
1095,8
1096,1
1097,4
1098,8
1099,6
1100,8
1101,8
1102,8
1103,8
1104,8
1105,6
1106,4
1107,6
1108,8
1109,8
1110,4
1111,8
1112,4
1113,8
1114,8
1115,6
1116,6
1117,6
1118,6
1119,8
1120,1
1121,6
1122,8
1123,8
1124,6
1125,8
1126,8
1127,8
1128,1
1129,8
1130,6
1131,8
1132,8
1133,6
1134,6
1135,8
1136,8
1137,6
1138,6
1139,8
1140,8
1141,8
1142,8
1143,8
1144,8
1145,6
1146,8
1147,6
1148,6
1149,6
1150,8
1151,8
1152,8
1153,8
1154,6
1155,8
1156,6
1157,6
1158,8
1159,6
1160,8
1161,6
1162,1
1163,8
1164,6
1165,6
1166,1
1167,1
1168,6
1169,8
1170,8
1171,8
1172,6
1173,8
1174,6
1175,8
1176,8
1177,6
1178,8
1179,8
1180,4
1181,8
1182,1
1183,6
1184,6
1185,6
1186,6
1187,8
1188,8
1189,8
1190,6
1191,8
1192,6
1193,8
1194,8
1195,8
1196,7
1197,8
1198,6
1199,1
1200,8
1201,8
1202,1
1203,4
1204,8
1205,6
1206,8
1207,8
1208,8
1209,8
1210,6
1211,8
1212,8
1213,8
1214,8
1215,6
1216,8
1217,8
1218,8
1219,6
1220,6
1221,8
1222,6
1223,6
1224,6
1225,6
1226,8
1227,6
1228,8
1229,8
1230,8
1231,6
1232,8
1233,6
1234,8
1235,8
1236,4
1237,6
1238,8
1239,1
1240,8
1241,8
1242,6
1243,8
1244,8
1245,6
1246,8
1247,8
1248,8
1249,8
1250,8
1251,6
1252,6
1253,6
1254,6
1255,8
1256,6
1257,8
1258,6
1259,4
1260,6
1261,6
1262,1
1263,8
1264,8
1265,6
1266,8
1267,4
1268,8
1269,8
1270,6
1271,8
1272,6
1273,8
1274,8
1275,6
1276,8
1277,8
1278,6
1279,8
1280,8
1281,6
1282,8
1283,8
1284,8
1285,8
1286,6
1287,8
1288,6
1289,6
1290,8
1291,6
1292,6
1293,6
1294,4
1295,6
1296,8
1297,8
1298,8
1299,1
1300,6
1301,8
1302,6
1303,8
1304,6
1305,8
1306,4
1307,8
1308,8
1309,8
1310,6
1311,4
1312,8
1313,4
1314,8
1315,6
1316,4
1317,6
1318,6
1319,8
1320,8
1321,8
1322,6
1323,8
1324,8
1325,6
1326,8
1327,8
1328,8
1329,6
1330,8
1331,8
1332,8
1333,8
1334,8
1335,6
1336,6
1337,6
1338,8
1339,6
1340,8
1341,6
1342,8
1343,8
1344,8
1345,8
1346,8
1347,8
1348,8
1349,6
1350,5
1351,8
1352,8
1353,6
1354,8
1355,6
1356,4
1357,8
1358,6
1359,8
1360,6
1361,6
1362,8
1363,1
1364,4
1365,8
1366,8
1367,8
1368,8
1369,6
1370,6
1371,1
1372,8
1373,1
1374,6
1375,6
1376,8
1377,6
1378,6
1379,6
1380,8
1381,8
1382,6
1383,8
1384,8
1385,8
1386,8
1387,6
1388,6
1389,8
1390,8
1391,6
1392,8
1393,6
1394,8
1395,8
1396,4
1397,6
1398,8
1399,6
1400,8
1401,6
1402,8
1403,6
1404,8
1405,8
1406,8
1407,8
1408,4
1409,8
1410,8
1411,6
1412,8
1413,6
1414,6
1415,6
1416,1
1417,8
1418,6
1419,8
1420,8
1421,6
1422,8
1423,8
1424,8
1425,6
1426,8
1427,6
1428,8
1429,6
1430,6
1431,4
1432,8
1433,6
1434,6
1435,6
1436,8
1437,1
1438,8
1439,8
1440,6
1441,8
1442,6
1443,8
1444,8
1445,6
1446,1
1447,8
1448,6
1449,8
1450,8
1451,8
1452,8
1453,6
1454,8
1455,8
1456,8
1457,1
1458,1
1459,8
1460,8
1461,8
1462,8
1463,6
1464,8
1465,8
1466,8
1467,6
1468,8
1469,1
1470,8
1471,8
1472,6
1473,8
1474,1
1475,6
1476,1
1477,6
1478,8
1479,8
1480,4
1481,8
1482,8
1483,8
1484,8
1485,8
1486,8
1487,8
1488,1
1489,7
1490,8
1491,8
1492,1
1493,8
1494,6
1495,6
1496,8
1497,8
1498,8
1499,8
1500,8
1501,6
1502,6
1503,6
1504,8
1505,6
1506,6
1507,1
1508,8
1509,8
1510,8
1511,8
1512,8
1513,1
1514,8
1515,8
1516,8
1517,8
1518,8
1519,8
1520,8
1521,6
1522,7
1523,6
1524,4
1525,8
1526,6
1527,6
1528,6
1529,8
1530,8
1531,6
1532,6
1533,6
1534,6
1535,4
1536,8
1537,8
1538,8
1539,6
1540,8
1541,8
1542,8
1543,8
1544,6
1545,8
1546,8
1547,6
1548,6
1549,8
1550,8
1551,1
1552,8
1553,8
1554,8
1555,6
1556,5
1557,6
1558,4
1559,6
1560,8
1561,8
1562,1
1563,8
1564,6
1565,8
1566,6
1567,8
1568,8
1569,8
1570,1
1571,8
1572,8
1573,8
1574,8
1575,6
1576,8
1577,8
1578,8
1579,8
1580,6
1581,6
1582,8
1583,8
1584,8
1585,8
1586,6
1587,6
1588,8
1589,8
1590,8
1591,8
1592,7
1593,6
1594,8
1595,8
1596,8
1597,8
1598,8
1599,8
1600,8
1601,8
1602,6
1603,6
1604,8
1605,8
1606,1
1607,8
1608,8
1609,8
1610,8
1611,4
1612,8
1613,6
1614,8
1615,8
1616,8
1617,4
1618,6
1619,8
1620,8
1621,6
1622,8
1623,1
1624,6
1625,8
1626,1
1627,8
1628,8
1629,8
1630,4
1631,8
1632,6
1633,8
1634,8
1635,8
1636,6
1637,8
1638,8
1639,6
1640,4
1641,1
1642,1
1643,6
1644,8
1645,8
1646,6
1647,8
1648,8
1649,6
1650,1
1651,4
1652,8
1653,8
1654,6
1655,6
1656,8
1657,6
1658,8
1659,8
1660,6
1661,6
1662,6
1663,8
1664,8
1665,6
1666,8
1667,8
1668,1
1669,8
1670,8
1671,6
1672,6
1673,6
1674,8
1675,8
1676,8
1677,8
1678,6
1679,6
1680,8
1681,6
1682,8
1683,6
1684,4
1685,6
1686,8
1687,6
1688,8
1689,8
1690,8
1691,6
1692,8
1693,6
1694,8
1695,8
1696,6
1697,8
1698,6
1699,8
1700,8
1701,8
1702,8
1703,8
1704,6
1705,8
1706,8
1707,8
1708,8
1709,8
1710,8
1711,6
1712,8
1713,8
1714,8
1715,4
1716,8
1717,6
1718,8
1719,8
1720,6
1721,8
1722,8
1723,8
1724,8
1725,8
1726,4
1727,6
1728,1
1729,4
1730,8
1731,6
1732,8
1733,6
1734,8
1735,8
1736,8
1737,8
1738,8
1739,8
1740,6
1741,6
1742,8
1743,8
1744,4
1745,8
1746,8
1747,4
1748,6
1749,8
1750,8
1751,8
1752,8
1753,4
1754,6
1755,8
1756,6
1757,8
1758,8
1759,6
1760,1
1761,8
1762,8
1763,6
1764,8
1765,8
1766,8
1767,8
1768,8
1769,6
1770,6
1771,8
1772,8
1773,8
1774,6
1775,8
1776,8
1777,4
1778,8
1779,8
1780,8
1781,8
1782,4
1783,8
1784,6
1785,1
1786,6
1787,8
1788,6
1789,6
1790,3
1791,1
1792,8
1793,8
1794,8
1795,8
1796,6
1797,8
1798,6
1799,4
1800,8
1801,8
1802,6
1803,6
1804,8
1805,8
1806,8
1807,6
1808,6
1809,8
1810,8
1811,8
1812,8
1813,8
1814,8
1815,8
1816,4
1817,8
1818,8
1819,6
1820,4
1821,6
1822,8
1823,6
1824,8
1825,8
1826,8
1827,6
1828,8
1829,4
1830,6
1831,4
1832,6
1833,4
1834,8
1835,8
1836,6
1837,6
1838,6
1839,1
1840,8
1841,8
1842,6
1843,8
1844,6
1845,6
1846,8
1847,8
1848,8
1849,4
1850,8
1851,6
1852,8
1853,8
1854,8
1855,8
1856,1
1857,8
1858,8
1859,8
1860,8
1861,8
1862,8
1863,6
1864,6
1865,6
1866,6
1867,6
1868,8
1869,6
1870,1
1871,4
1872,1
1873,8
1874,8
1875,8
1876,8
1877,6
1878,6
1879,8
1880,8
1881,6
1882,1
1883,6
1884,8
1885,8
1886,8
1887,6
1888,8
1889,8
1890,8
1891,8
1892,8
1893,8
1894,8
1895,8
1896,8
1897,8
1898,6
1899,6
1900,1
1901,8
1902,6
1903,8
1904,8
1905,6
1906,8
1907,6
1908,6
1909,6
1910,8
1911,8
1912,4
1913,1
1914,6
1915,8
1916,6
1917,8
1918,8
1919,8
1920,6
1921,6
1922,8
1923,8
1924,8
1925,6
1926,6
1927,8
1928,8
1929,8
1930,4
1931,8
1932,8
1933,8
1934,8
1935,4
1936,8
1937,8
1938,8
1939,8
1940,8
1941,8
1942,8
1943,6
1944,6
1945,8
1946,6
1947,8
1948,8
1949,6
1950,8
1951,8
1952,8
1953,8
1954,6
1955,6
1956,6
1957,8
1958,8
1959,8
1960,6
1961,8
1962,1
1963,6
1964,8
1965,6
1966,1
1967,8
1968,4
1969,8
1970,6
1971,8
1972,8
1973,8
1974,6
1975,8
1976,8
1977,6
1978,6
1979,8
1980,8
1981,8
1982,8
1983,6
1984,8
1985,8
1986,6
1987,8
1988,8
1989,8
1990,4
1991,8
1992,8
1993,8
1994,6
1995,8
1996,8
1997,8
1998,8
1999,1
2000,8
2001,6
2002,6
2003,8
2004,6
2005,8
2006,8
2007,8
2008,8
2009,6
2010,4
2011,8
2012,8
2013,8
2014,8
2015,8
2016,8
2017,1
2018,8
2019,8
2020,8
2021,8
2022,8
2023,6
2024,8
2025,8
2026,8
2027,1
2028,8
2029,6
2030,8
2031,8
2032,6
2033,1
2034,8
2035,8
2036,8
2037,8
2038,8
2039,8
2040,6
2041,6
2042,8
2043,6
2044,8
2045,8
2046,6
2047,8
2048,8
2049,8
2050,8
2051,8
2052,4
2053,1
2054,6
2055,8
2056,6
2057,8
2058,8
2059,6
2060,8
2061,8
2062,8
2063,8
2064,8
2065,8
2066,8
2067,1
2068,8
2069,4
2070,6
2071,6
2072,8
2073,6
2074,8
2075,8
2076,8
2077,8
2078,6
2079,6
2080,8
2081,6
2082,4
2083,8
2084,6
2085,8
2086,8
2087,8
2088,8
2089,1
2090,8
2091,6
2092,6
2093,8
2094,8
2095,8
2096,6
2097,8
2098,6
2099,6
2100,8
2101,4
2102,8
2103,8
2104,6
2105,8
2106,8
2107,8
2108,1
2109,8
2110,8
2111,8
2112,6
2113,6
2114,8
2115,8
2116,8
2117,1
2118,1
2119,6
2120,8
2121,8
2122,6
2123,1
2124,8
2125,8
2126,1
2127,8
2128,8
2129,8
2130,6
2131,6
2132,6
2133,6
2134,8
2135,6
2136,8
2137,8
2138,6
2139,8
2140,8
2141,6
2142,6
2143,8
2144,6
2145,8
2146,8
2147,8
2148,8
2149,8
2150,8
2151,6
2152,6
2153,8
2154,4
2155,6
2156,1
2157,1
2158,8
2159,6
2160,8
2161,8
2162,6
2163,6
2164,8
2165,8
2166,8
2167,8
2168,8
2169,8
2170,6
2171,8
2172,4
2173,8
2174,8
2175,8
2176,8
2177,6
2178,8
2179,8
2180,8
2181,6
2182,6
2183,8
2184,6
2185,8
2186,8
2187,8
2188,8
2189,6
2190,6
2191,8
2192,1
2193,8
2194,8
2195,6
2196,1
2197,1
2198,8
2199,4
2200,8
2201,8
2202,8
2203,4
2204,8
2205,8
2206,8
2207,8
2208,8
2209,6
2210,6
2211,8
2212,4
2213,6
2214,6
2215,8
2216,8
2217,1
2218,6
2219,8
2220,8
2221,8
2222,1
2223,6
2224,1
2225,8
2226,6
2227,6
2228,8
2229,8
2230,6
2231,8
2232,6
2233,8
2234,8
2235,8
2236,1
2237,4
2238,6
2239,8
2240,6
2241,1
2242,6
2243,8
2244,6
2245,6
2246,8
2247,4
2248,8
2249,8
2250,1
2251,6
2252,6
2253,6
2254,8
2255,8
2256,5
2257,8
2258,6
2259,8
2260,8
2261,8
2262,6
2263,6
2264,6
2265,4
2266,6
2267,8
2268,8
2269,4
2270,8
2271,6
2272,1
2273,8
2274,8
2275,6
2276,6
2277,6
2278,6
2279,8
2280,6
2281,6
2282,8
2283,6
2284,8
2285,1
2286,1
2287,8
2288,8
2289,6
2290,8
2291,8
2292,8
2293,6
2294,4
2295,6
2296,8
2297,8
2298,8
2299,8
2300,8
2301,6
2302,1
2303,8
2304,8
2305,8
2306,8
2307,8
2308,8
2309,8
2310,8
2311,8
2312,8
2313,1
2314,8
2315,8
2316,8
2317,6
2318,8
2319,8
2320,1
2321,6
2322,1
2323,6
2324,8
2325,6
2326,6
2327,8
2328,8
2329,8
2330,8
2331,6
2332,6
2333,8
2334,8
2335,6
2336,8
2337,6
2338,8
2339,6
2340,8
2341,8
2342,8
2343,8
2344,6
2345,6
2346,6
2347,8
2348,4
2349,8
2350,4
2351,1
2352,8
2353,1
2354,1
2355,8
2356,1
2357,8
2358,8
2359,4
2360,8
2361,6
2362,8
2363,8
2364,8
2365,8
2366,8
2367,8
2368,8
2369,8
2370,6
2371,4
2372,6
2373,6
2374,8
2375,6
2376,1
2377,8
2378,8
2379,8
2380,6
2381,8
2382,8
2383,4
2384,6
2385,1
2386,8
2387,8
2388,6
2389,8
2390,8
2391,8
2392,6
2393,8
2394,6
2395,8
2396,8
2397,8
2398,8
2399,8
2400,8
2401,8
2402,8
2403,1
2404,1
2405,8
2406,8
2407,8
2408,1
2409,6
2410,6
2411,6
2412,8
2413,6
2414,8
2415,6
2416,8
2417,8
2418,8
2419,6
2420,8
2421,1
2422,8
2423,4
2424,6
2425,6
2426,6
2427,8
2428,6
2429,8
2430,7
2431,6
2432,1
2433,6
2434,8
2435,1
2436,1
2437,6
2438,8
2439,8
2440,6
2441,8
2442,8
2443,8
2444,4
2445,8
2446,8
2447,8
2448,8
2449,8
2450,7
2451,6
2452,4
2453,6
2454,7
2455,8
2456,8
2457,6
2458,6
2459,6
2460,6
2461,8
2462,8
2463,8
2464,1
2465,8
2466,6
2467,8
2468,8
2469,6
2470,1
2471,8
2472,6
2473,6
2474,8
2475,8
2476,6
2477,6
2478,8
2479,6
2480,6
2481,8
2482,8
2483,8
2484,8
2485,6
2486,8
2487,8
2488,8
2489,8
2490,8
2491,8
2492,8
2493,8
2494,6
2495,6
2496,8
2497,1
2498,8
2499,6
2500,6
2501,8
2502,1
2503,6
2504,8
2505,4
2506,6
2507,8
2508,6
2509,8
2510,6
2511,8
2512,6
2513,6
2514,6
2515,1
2516,8
2517,8
2518,1
2519,8
2520,8
2521,6
2522,8
2523,8
2524,8
2525,4
2526,8
2527,6
2528,8
2529,6
2530,6
2531,8
2532,8
2533,6
2534,8
2535,6
2536,6
2537,8
2538,8
2539,6
2540,8
2541,6
2542,8
2543,6
2544,8
2545,8
2546,1
2547,6
2548,6
2549,6
2550,8
2551,8
2552,8
2553,8
2554,8
2555,1
2556,8
2557,8
2558,4
2559,6
2560,6
2561,6
2562,8
2563,8
2564,8
2565,6
2566,8
2567,8
2568,8
2569,6
2570,6
2571,8
2572,6
2573,8
2574,1
2575,8
2576,8
2577,8
2578,6
2579,9
2580,4
2581,6
2582,6
2583,8
2584,8
2585,8
2586,8
2587,8
2588,8
2589,8
2590,6
2591,8
2592,8
2593,6
2594,6
2595,8
2596,8
2597,8
2598,6
2599,8
2600,8
2601,8
2602,8
2603,8
2604,8
2605,6
2606,8
2607,8
2608,8
2609,8
2610,6
2611,6
2612,6
2613,1
2614,8
2615,1
2616,6
2617,8
2618,8
2619,8
2620,8
2621,8
2622,6
2623,8
2624,6
2625,8
2626,8
2627,1
2628,8
2629,8
2630,6
2631,8
2632,8
2633,8
2634,8
2635,8
2636,1
2637,8
2638,6
2639,8
2640,6
2641,6
2642,6
2643,8
2644,6
2645,6
2646,6
2647,8
2648,8
2649,8
2650,1
2651,6
2652,8
2653,8
2654,1
2655,8
2656,1
2657,8
2658,6
2659,8
2660,6
2661,8
2662,1
2663,6
2664,1
2665,6
2666,6
2667,6
2668,8
2669,8
2670,8
2671,4
2672,1
2673,8
2674,1
2675,8
2676,6
2677,6
2678,8
2679,8
2680,1
2681,8
2682,6
2683,1
2684,8
2685,6
2686,6
2687,8
2688,4
2689,8
2690,8
2691,6
2692,8
2693,6
2694,6
2695,8
2696,6
2697,4
2698,6
2699,6
2700,8
2701,8
2702,4
2703,6
2704,6
2705,8
2706,8
2707,6
2708,8
2709,8
2710,4
2711,6
2712,8
2713,8
2714,8
2715,8
2716,8
2717,6
2718,8
2719,6
2720,6
2721,8
2722,8
2723,8
2724,8
2725,8
2726,8
2727,7
2728,8
2729,8
2730,6
2731,8
2732,8
2733,8
2734,6
2735,8
2736,4
2737,6
2738,8
2739,8
2740,8
2741,6
2742,8
2743,8
2744,8
2745,8
2746,8
2747,8
2748,6
2749,8
2750,1
2751,6
2752,4
2753,6
2754,8
2755,8
2756,8
2757,6
2758,6
2759,8
2760,8
2761,8
2762,8
2763,8
2764,6
2765,6
2766,8
2767,6
2768,8
2769,8
2770,8
2771,6
2772,6
2773,8
2774,8
2775,8
2776,8
2777,8
2778,6
2779,8
2780,1
2781,8
2782,6
2783,8
2784,6
2785,8
2786,8
2787,6
2788,8
2789,8
2790,6
2791,8
2792,8
2793,8
2794,8
2795,6
2796,8
2797,6
2798,6
2799,6
2800,6
2801,6
2802,8
2803,6
2804,6
2805,6
2806,8
2807,6
2808,8
2809,1
2810,6
2811,8
2812,4
2813,8
2814,4
2815,8
2816,8
2817,8
2818,8
2819,8
2820,4
2821,6
2822,6
2823,1
2824,6
2825,8
2826,8
2827,8
2828,8
2829,8
2830,1
2831,8
2832,8
2833,6
2834,6
2835,6
2836,8
2837,6
2838,1
2839,8
2840,6
2841,6
2842,8
2843,8
2844,8
2845,6
2846,8
2847,8
2848,6
2849,6
2850,8
2851,8
2852,8
2853,6
2854,8
2855,8
2856,6
2857,8
2858,1
2859,4
2860,8
2861,8
2862,6
2863,6
2864,6
2865,6
2866,8
2867,3
2868,6
2869,8
2870,8
2871,8
2872,1
2873,6
2874,8
2875,8
2876,6
2877,8
2878,8
2879,6
2880,8
2881,8
2882,8
2883,6
2884,8
2885,6
2886,6
2887,8
2888,6
2889,8
2890,1
2891,8
2892,6
2893,6
2894,8
2895,8
2896,6
2897,8
2898,8
2899,8
2900,6
2901,8
2902,8
2903,6
2904,8
2905,6
2906,8
2907,6
2908,4
2909,8
2910,6
2911,8
2912,8
2913,8
2914,6
2915,8
2916,6
2917,8
2918,8
2919,6
2920,8
2921,6
2922,6
2923,6
2924,6
2925,8
2926,8
2927,8
2928,8
2929,1
2930,6
2931,6
2932,8
2933,8
2934,8
2935,8
2936,1
2937,8
2938,8
2939,6
2940,6
2941,8
2942,8
2943,6
2944,6
2945,6
2946,8
2947,8
2948,6
2949,8
2950,6
2951,6
2952,8
2953,8
2954,6
2955,8
2956,6
2957,8
2958,8
2959,8
2960,8
2961,8
2962,8
2963,8
2964,6
2965,8
2966,8
2967,6
2968,8
2969,6
2970,6
2971,8
2972,8
2973,8
2974,8
2975,6
2976,8
2977,8
2978,6
2979,6
2980,8
2981,6
2982,6
2983,8
2984,6
2985,4
2986,8
2987,8
2988,6
2989,8
2990,8
2991,6
2992,8
2993,8
2994,8
2995,8
2996,8
